Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Hard Ratio,f_pos_1,f_pos_2,f_pos_3,f_pos_4,f_pos_5,f_let_1,f_let_2,f_let_3,f_let_4,f_let_5,gini,continuous,gain_1,gain_2
2022-04-04,289,shawl,129651,7943,0,3,16,31,30,16,3,0.06126447154283422,0.1206444650015417,0.0420906567992599,0.095282146160962,0.0098674067221708,0.0366944187480727,0.2348087021755439,0.3102272727272727,0.2063439065108514,0.1231953801732435,0.1412043903886087,0.7999999999999999,0,4.858675082397269,7.654181121420004
2022-04-05,290,natal,121356,7702,0,2,14,32,32,17,3,0.06346616566135997,0.0250539623805118,0.1744526672833795,0.0474868948504471,0.0827937095282146,0.0366944187480727,0.1100948509485094,0.37779632721202,0.1869499241274658,0.1792988313856427,0.1412043903886087,0.72,0,4.519197562937759,6.665842836045629
2022-04-06,291,comma,117856,7560,0,2,13,33,33,17,3,0.0641460765680152,0.0710761640456367,0.1615787850755473,0.0393925377736663,0.0309898242368177,0.0524205982115325,0.4546351084812623,0.4722848129788193,0.2586032388663967,0.2034412955465587,0.1135225375626043,0.72,1,4.270346466569476,6.466796764204299
2022-04-07,292,foray,117761,7575,0,2,14,31,31,19,4,0.06432520104279006,0.0460992907801418,0.1615787850755473,0.0923527597903176,0.0827937095282146,0.1002929386370644,0.536322869955157,0.4722848129788193,0.2881192881192881,0.1792988313856427,0.6272902603664416,0.7999999999999999,0,4.384806853057792,6.774400009228032
2022-04-08,293,scare,141158,9010,1,12,23,26,21,13,4,0.06382918431828165,0.1206444650015417,0.0135676842429848,0.095282146160962,0.0554270736971939,0.1173296330558125,0.2348087021755439,0.0867850098619329,0.2063439065108514,0.1729196729196729,0.2284599219453617,0.7999999999999999,0,4.800082114898439,7.502512997959883
2022-04-09,294,stair,134210,8537,2,21,36,26,11,4,1,0.06360926905595708,0.1206444650015417,0.0184242984890533,0.095282146160962,0.0678384212149244,0.0518809744064138,0.2348087021755439,0.0725341426403641,0.2063439065108514,0.2341048151104017,0.1618566618566618,0.7999999999999999,0,5.4393078585307935,8.233663163435233
2022-04-10,295,black,126241,7894,1,10,31,34,18,6,1,0.06253119034228183,0.0700740055504162,0.0538852913968547,0.095282146160962,0.0316836262719704,0.0199660807893925,0.5586969883220652,0.2073568673983981,0.2063439065108514,0.2026627218934911,0.1720930232558139,0.7999999999999999,0,4.15818183855152,6.968231494389911
2022-04-11,296,squad,109828,7236,0,3,20,33,27,14,2,0.06588483811050005,0.1206444650015417,0.0011563367252543,0.051418439716312,0.0827937095282146,0.0634443416589577,0.2348087021755439,0.1339285714285714,0.2656312226204699,0.1792988313856427,0.3355075417855687,0.7999999999999999,0,4.53487395603445,6.7145179514370845
2022-04-12,297,royal,114907,7275,1,5,24,36,23,9,1,0.06331206976076305,0.0484119642306506,0.1615787850755473,0.0164199814986123,0.0827937095282146,0.0366944187480727,0.151034151034151,0.4722848129788193,0.1027000964320154,0.1792988313856427,0.1412043903886087,0.7999999999999999,0,4.654917384504559,7.312588407912202
2022-04-13,298,chunk,123255,7835,1,4,29,42,18,5,1,0.06356740091679851,0.0710761640456367,0.0420906567992599,0.051418439716312,0.0607462226333641,0.0199660807893925,0.4546351084812623,0.3102272727272727,0.2656312226204699,0.2669376693766938,0.1720930232558139,0.7999999999999999,0,4.532435675036874,6.779491428756802
2022-04-14,299,mince,113448,7356,0,6,24,35,24,10,1,0.06484027924687963,0.053422756706753,0.1066142460684551,0.074313906876349,0.0316836262719704,0.1173296330558125,0.3507085020242915,0.3679169992019154,0.3265582655826558,0.2026627218934911,0.2284599219453617,0.7999999999999999,0,4.78921201185278,7.350637569662059
2022-04-15,300,shame,129991,8522,1,11,22,25,21,15,5,0.06555838481125617,0.1206444650015417,0.0420906567992599,0.095282146160962,0.0309898242368177,0.1173296330558125,0.2348087021755439,0.3102272727272727,0.2063439065108514,0.2034412955465587,0.2284599219453617,0.7999999999999999,0,4.823376172379873,7.110654407512742
2022-04-16,301,cheek,107987,7035,0,3,19,40,28,9,1,0.06514673062498264,0.0710761640456367,0.0420906567992599,0.0679925994449583,0.179386370644465,0.0199660807893925,0.4546351084812623,0.3102272727272727,0.1323926748724107,0.349294506154308,0.1720930232558139,0.72,1,4.608149223369499,7.126796916651792
2022-04-17,302,ample,106681,7008,0,4,20,35,27,11,2,0.0656911727486619,0.0568146777674992,0.0144927536231884,0.0280604378661732,0.0594357076780758,0.1173296330558125,0.1230383973288814,0.0951417004048583,0.1802872709262011,0.22871551468407,0.2284599219453617,0.7999999999999999,0,4.507686145379485,7.198802721335434
2022-04-18,303,flair,112383,7341,1,8,30,36,18,6,1,0.06532126745148288,0.0460992907801418,0.0538852913968547,0.095282146160962,0.0678384212149244,0.0518809744064138,0.536322869955157,0.2073568673983981,0.2063439065108514,0.2341048151104017,0.1618566618566618,0.7999999999999999,0,4.815977742866695,7.197732641875379
2022-04-19,304,foyer,108899,8198,0,2,10,19,19,23,26,0.07528076474531446,0.0460992907801418,0.1615787850755473,0.0164199814986123,0.179386370644465,0.0518809744064138,0.536322869955157,0.4722848129788193,0.1027000964320154,0.349294506154308,0.1618566618566618,0.7999999999999999,0,4.396620620486941,6.660824553592603
2022-04-20,305,cargo,102007,6796,0,5,20,34,27,12,2,0.06662287882204163,0.0710761640456367,0.1744526672833795,0.0923527597903176,0.0326086956521739,0.0299876657415972,0.4546351084812623,0.37779632721202,0.2881192881192881,0.2572992700729927,0.0876520955385308,0.7999999999999999,0,4.789811037134188,7.365757004174555
2022-04-21,306,oxide,97955,6960,0,2,11,30,33,21,4,0.07105303455668419,0.0201973481344434,0.0043940795559666,0.0810206598828245,0.0363089731729879,0.1173296330558125,0.0590356016223524,0.1979166666666666,0.2795956371375366,0.192009783938035,0.2284599219453617,0.7999999999999999,0,4.704718105751284,6.930497758734974
2022-04-22,307,plant,119232,7731,2,19,39,28,10,3,0,0.06483997584541062,0.0662195497995683,0.0538852913968547,0.095282146160962,0.0607462226333641,0.0560437866173296,0.4254581475978207,0.2073568673983981,0.2063439065108514,0.2669376693766938,0.2206373292867982,0.7999999999999999,0,4.728545774500624,7.030352712022242
2022-04-23,308,olive,95562,6482,1,6,25,34,23,10,1,0.06783030911868734,0.0201973481344434,0.0538852913968547,0.0810206598828245,0.0120259019426456,0.1173296330558125,0.0590356016223524,0.2073568673983981,0.2795956371375366,0.2247838616714697,0.2284599219453617,0.7999999999999999,0,4.879184489530038,7.303809530007608
2022-04-24,309,inert,97452,6743,0,7,27,34,22,9,1,0.06919303862414317,0.0127197039777983,0.026595744680851,0.0679925994449583,0.0554270736971939,0.0560437866173296,0.0438946528332003,0.1168699186991869,0.1323926748724107,0.1729196729196729,0.2206373292867982,0.7999999999999999,0,5.193007370799134,8.171738661442197
2022-04-25,310,askew,91548,6549,0,3,13,29,32,19,4,0.07153624328221261,0.0568146777674992,0.0071692876965772,0.020968239284613,0.179386370644465,0.0049337033610854,0.1230383973288814,0.013953488372093,0.1807308970099667,0.349294506154308,0.0615976900866217,0.7999999999999999,0,5.06670212942184,7.162819828166925
2022-04-26,311,heist,103153,6830,1,13,32,31,16,6,1,0.0662123253807451,0.0376965772432932,0.1255010792476102,0.0810206598828245,0.0397779833487511,0.0560437866173296,0.2778409090909091,0.2443710597418192,0.2795956371375366,0.0774193548387096,0.2206373292867982,0.7999999999999999,0,5.570724877311756,8.64811770425432
2022-04-27,312,shown,98967,6564,0,6,26,36,22,8,1,0.06632513868259117,0.1206444650015417,0.0420906567992599,0.0765494912118408,0.0098674067221708,0.0408572309589885,0.2348087021755439,0.3102272727272727,0.2237494366831906,0.1231953801732435,0.1795392953929539,0.7999999999999999,0,4.939320883940184,7.297400118024645
2022-04-28,313,zesty,88974,6315,0,2,12,27,30,22,7,0.07097579068042349,0.0080943570767807,0.1255010792476102,0.0410884983040394,0.0692260252852297,0.1002929386370644,0.2419354838709677,0.2443710597418192,0.0799699924981245,0.2725341426403642,0.6272902603664416,0.7999999999999999,0,4.460604468505099,6.515994100240439
2022-04-29,314,trash,106652,7001,2,19,34,27,13,4,1,0.06564340096763305,0.062827628738822,0.072463768115942,0.095282146160962,0.0397779833487511,0.028522972556275,0.2473444613050076,0.226070226070226,0.2063439065108514,0.0774193548387096,0.2102272727272727,0.7999999999999999,0,5.374735116246936,8.345575724197007
2022-04-30,315,larva,77991,5749,0,2,10,25,35,23,4,0.07371363362439255,0.0444804193647856,0.1744526672833795,0.0923527597903176,0.0120259019426456,0.0524205982115325,0.1711658261643429,0.37779632721202,0.2881192881192881,0.2247838616714697,0.1135225375626043,0.72,0,4.242461900077705,6.48244585305285
2022-05-01,316,forgo,77658,5699,0,1,9,26,37,23,3,0.07338587138478972,0.0460992907801418,0.1615787850755473,0.0923527597903176,0.0326086956521739,0.0299876657415972,0.536322869955157,0.4722848129788193,0.2881192881192881,0.2572992700729927,0.0876520955385308,0.72,0,4.268532000242803,6.327022413028314
2022-05-02,317,story,95643,6530,1,10,23,29,24,11,2,0.06827472998546678,0.1206444650015417,0.0184242984890533,0.0765494912118408,0.0554270736971939,0.1002929386370644,0.2348087021755439,0.0725341426403641,0.2237494366831906,0.1729196729196729,0.6272902603664416,0.7999999999999999,0,4.8853329328636805,7.715221048209662
2022-05-03,318,hairy,85817,5941,1,8,24,33,23,10,1,0.06922870759872753,0.0376965772432932,0.1744526672833795,0.0810206598828245,0.0554270736971939,0.1002929386370644,0.2778409090909091,0.37779632721202,0.2795956371375366,0.1729196729196729,0.6272902603664416,0.7999999999999999,0,4.924373503792002,7.749766727126014
2022-05-04,319,train,107750,7243,6,26,32,22,10,3,0,0.06722041763341068,0.062827628738822,0.072463768115942,0.095282146160962,0.0678384212149244,0.0408572309589885,0.2473444613050076,0.226070226070226,0.2063439065108514,0.2341048151104017,0.1795392953929539,0.7999999999999999,0,5.08845959677786,7.850171592916521
2022-05-05,320,homer,85979,6313,0,3,16,26,24,19,12,0.07342490608171763,0.0376965772432932,0.1615787850755473,0.0393925377736663,0.179386370644465,0.0518809744064138,0.2778409090909091,0.4722848129788193,0.2586032388663967,0.349294506154308,0.1618566618566618,0.7999999999999999,0,4.955140899434719,7.5878573093823345
2022-05-06,321,badge,76292,5482,0,4,20,35,26,12,2,0.07185550254286163,0.0700740055504162,0.1744526672833795,0.0300647548566142,0.0326086956521739,0.1173296330558125,0.5586969883220652,0.37779632721202,0.1589889930697105,0.2572992700729927,0.2284599219453617,0.7999999999999999,0,4.442672089188045,6.856877259252187
2022-05-07,322,midst,74458,5233,0,3,25,39,24,9,1,0.07028123237261275,0.053422756706753,0.1066142460684551,0.0300647548566142,0.0397779833487511,0.0560437866173296,0.3507085020242915,0.3679169992019154,0.1589889930697105,0.0774193548387096,0.2206373292867982,0.7999999999999999,0,5.357626208897424,8.351383110035156
2022-05-08,323,canny,72518,5256,0,2,10,30,34,20,4,0.07247855704790535,0.0710761640456367,0.1744526672833795,0.074313906876349,0.0607462226333641,0.1002929386370644,0.4546351084812623,0.37779632721202,0.3265582655826558,0.2669376693766938,0.6272902603664416,0.72,1,3.85237297346236,5.642116878848631
2022-05-09,324,shine,88932,6146,1,14,32,30,17,6,1,0.06910898214366032,0.1206444650015417,0.0420906567992599,0.0810206598828245,0.0607462226333641,0.1173296330558125,0.2348087021755439,0.3102272727272727,0.2795956371375366,0.2669376693766938,0.2284599219453617,0.7999999999999999,0,4.98232978048441,7.350343236601777
2022-05-10,325,gecko,74412,5489,0,2,16,38,29,12,2,0.07376498414234263,0.0491828553808202,0.1255010792476102,0.0302189330866481,0.0387758248535306,0.0299876657415972,0.3880778588807786,0.2443710597418192,0.1932938856015779,0.33421926910299,0.0876520955385308,0.7999999999999999,0,4.78808028674875,6.761458230825757
2022-05-11,326,farce,79446,5688,0,9,26,32,21,9,1,0.07159580092138056,0.0460992907801418,0.1744526672833795,0.0923527597903176,0.0316836262719704,0.1173296330558125,0.536322869955157,0.37779632721202,0.2881192881192881,0.2026627218934911,0.2284599219453617,0.7999999999999999,0,4.610343803350999,7.454684794503182
2022-05-12,327,slung,75673,5419,0,2,16,37,31,13,2,0.0716107462370991,0.1206444650015417,0.0538852913968547,0.051418439716312,0.0607462226333641,0.0110237434474252,0.2348087021755439,0.2073568673983981,0.2656312226204699,0.2669376693766938,0.0869829683698296,0.7999999999999999,0,4.570252490586279,6.531622905028107
2022-05-13,328,tipsy,77585,5522,0,6,33,38,17,5,1,0.07117355158858027,0.062827628738822,0.1066142460684551,0.0280604378661732,0.0397779833487511,0.1002929386370644,0.2473444613050076,0.3679169992019154,0.1802872709262011,0.0774193548387096,0.6272902603664416,0.7999999999999999,0,5.023512270665276,7.837410925419098
2022-05-14,329,metal,73225,5290,1,10,31,34,18,7,1,0.07224308637760328,0.053422756706753,0.1255010792476102,0.0474868948504471,0.0827937095282146,0.0366944187480727,0.3507085020242915,0.2443710597418192,0.1869499241274658,0.1792988313856427,0.1412043903886087,0.7999999999999999,0,4.80519809221008,7.570546818192485
2022-05-15,330,yield,67115,4963,0,4,16,29,29,18,4,0.07394770170602696,0.0139531298180696,0.1066142460684551,0.0679925994449583,0.0594357076780758,0.0634443416589577,0.0872709739633558,0.3679169992019154,0.1323926748724107,0.22871551468407,0.3355075417855687,0.7999999999999999,0,5.014920074894711,7.52881141600008
2022-05-16,331,delve,68349,5179,0,2,14,32,33,16,2,0.07577287158553893,0.0528060437866173,0.1255010792476102,0.0653715695343817,0.0120259019426456,0.1173296330558125,0.2792498980839788,0.2443710597418192,0.2515574013645802,0.2247838616714697,0.2284599219453617,0.72,0,4.2400574509011975,6.633614231946488
2022-05-17,332,being,70722,5142,0,4,22,37,26,10,1,0.07270721981844405,0.0700740055504162,0.1255010792476102,0.0810206598828245,0.0607462226333641,0.0110237434474252,0.5586969883220652,0.2443710597418192,0.2795956371375366,0.2669376693766938,0.0869829683698296,0.7999999999999999,0,4.4641331978597485,7.211259917200964
2022-05-18,333,scour,73933,5544,0,8,34,35,17,5,1,0.07498681238418568,0.1206444650015417,0.0135676842429848,0.0765494912118408,0.0309127351218008,0.0518809744064138,0.2348087021755439,0.0867850098619329,0.2237494366831906,0.1596973317403424,0.1618566618566618,0.7999999999999999,0,5.153668886753132,8.03014537910214
2022-05-19,334,glass,70920,5162,0,4,19,33,27,14,3,0.07278623801466441,0.0491828553808202,0.0538852913968547,0.095282146160962,0.0397779833487511,0.3051187172371261,0.3880778588807786,0.2073568673983981,0.2063439065108514,0.0774193548387096,0.5938484621155289,0.72,1,4.996484519485267,7.499052721422408
2022-05-20,335,gamer,69884,5238,1,4,17,28,26,18,6,0.07495277889073322,0.0491828553808202,0.1744526672833795,0.0393925377736663,0.179386370644465,0.0518809744064138,0.3880778588807786,0.37779632721202,0.2586032388663967,0.349294506154308,0.1618566618566618,0.7999999999999999,0,4.396937699631476,6.558142007262662
2022-05-21,336,scrap,66814,4973,1,9,28,34,20,8,1,0.07443050857604694,0.1206444650015417,0.0135676842429848,0.0923527597903176,0.0827937095282146,0.011332099907493,0.2348087021755439,0.0867850098619329,0.2881192881192881,0.1792988313856427,0.0728083209509658,0.7999999999999999,0,4.7824819278979005,7.079441314532693
2022-05-22,337,money,67909,4928,1,7,26,36,21,8,1,0.07256770089384323,0.053422756706753,0.1615787850755473,0.074313906876349,0.179386370644465,0.1002929386370644,0.3507085020242915,0.4722848129788193,0.3265582655826558,0.349294506154308,0.6272902603664416,0.7999999999999999,0,4.647963767178158,7.533027177412245
2022-05-23,338,hinge,66431,4906,0,5,25,37,22,9,2,0.0738510635095061,0.0376965772432932,0.1066142460684551,0.074313906876349,0.0326086956521739,0.1173296330558125,0.2778409090909091,0.3679169992019154,0.3265582655826558,0.2572992700729927,0.2284599219453617,0.7999999999999999,0,4.939876726665727,7.659599607324301
2022-05-24,339,album,63380,4809,0,5,26,35,24,9,1,0.07587567055853582,0.0568146777674992,0.0538852913968547,0.0258248535306814,0.0309127351218008,0.0140302189330866,0.1230383973288814,0.2073568673983981,0.2059004302397049,0.1596973317403424,0.0921052631578947,0.7999999999999999,0,4.424587079430888,7.359008513407105
2022-05-25,340,vouch,62723,4835,0,2,9,25,33,24,6,0.07708496085965276,0.0186555658341042,0.1615787850755473,0.051418439716312,0.0316836262719704,0.028522972556275,0.3487031700288184,0.4722848129788193,0.2656312226204699,0.2026627218934911,0.2102272727272727,0.7999999999999999,0,4.610800039558519,6.7010836735436055
2022-05-26,341,asset,63188,4733,0,7,28,34,21,8,1,0.07490346268278787,0.0568146777674992,0.0071692876965772,0.0410884983040394,0.179386370644465,0.0560437866173296,0.1230383973288814,0.013953488372093,0.0799699924981245,0.349294506154308,0.2206373292867982,0.72,1,5.273484306007775,8.073888074461355
2022-05-27,342,tiara,63846,4842,0,8,36,33,17,6,1,0.07583873696081195,0.062827628738822,0.1066142460684551,0.095282146160962,0.0554270736971939,0.0524205982115325,0.2473444613050076,0.3679169992019154,0.2063439065108514,0.1729196729196729,0.1135225375626043,0.72,0,4.967474411296561,7.827270042856377
2022-05-28,343,crept,60069,4562,0,4,27,38,22,7,1,0.07594599543857897,0.0710761640456367,0.072463768115942,0.0679925994449583,0.0322232500770891,0.0560437866173296,0.4546351084812623,0.226070226070226,0.1323926748724107,0.2070331847449232,0.2206373292867982,0.7999999999999999,0,4.800590031671994,7.285081556989401
2022-05-29,344,bayou,56839,4435,0,6,17,33,29,13,2,0.07802741075669875,0.0700740055504162,0.1744526672833795,0.0164199814986123,0.0538082022818378,0.0051649707061362,0.5586969883220652,0.37779632721202,0.1027000964320154,0.1572780531771068,0.0266825965750696,0.7999999999999999,0,4.504437359610975,7.392619921749715
2022-05-30,345,atoll,60969,4741,0,6,28,36,21,8,1,0.07776082927389329,0.0568146777674992,0.0184242984890533,0.0765494912118408,0.0594357076780758,0.0366944187480727,0.1230383973288814,0.0725341426403641,0.2237494366831906,0.22871551468407,0.1412043903886087,0.72,1,5.092036609675678,8.327774917028217
2022-05-31,346,manor,62768,4802,0,6,27,34,21,10,2,0.07650395105786388,0.053422756706753,0.1744526672833795,0.074313906876349,0.0538082022818378,0.0518809744064138,0.3507085020242915,0.37779632721202,0.3265582655826558,0.1572780531771068,0.1618566618566618,0.7999999999999999,0,4.761916108137399,7.390773437805065
2022-06-01,347,creak,63241,4797,0,5,21,32,25,14,3,0.07585269050141522,0.0710761640456367,0.072463768115942,0.0679925994449583,0.0827937095282146,0.0199660807893925,0.4546351084812623,0.226070226070226,0.1323926748724107,0.1792988313856427,0.1720930232558139,0.7999999999999999,0,4.449295806802809,6.939918929913567
2022-06-02,348,showy,61278,4770,0,2,16,37,30,13,2,0.07784196612160971,0.1206444650015417,0.0420906567992599,0.0765494912118408,0.0098674067221708,0.1002929386370644,0.2348087021755439,0.3102272727272727,0.2237494366831906,0.1231953801732435,0.6272902603664416,0.7999999999999999,0,4.672044256286467,6.849885891817251
2022-06-03,349,peach,65431,4957,1,13,38,32,13,3,0,0.0757591967110391,0.0662195497995683,0.1255010792476102,0.095282146160962,0.0316836262719704,0.028522972556275,0.4254581475978207,0.2443710597418192,0.2063439065108514,0.2026627218934911,0.2102272727272727,0.7999999999999999,0,4.727173570290841,7.419454405755743
2022-06-04,350,froth,58263,4432,0,5,22,35,25,11,1,0.07606886016854608,0.0460992907801418,0.072463768115942,0.0765494912118408,0.0692260252852297,0.028522972556275,0.536322869955157,0.226070226070226,0.2237494366831906,0.2725341426403642,0.2102272727272727,0.7999999999999999,0,4.960505927471909,7.61811372727547
2022-06-05,351,depth,56738,4329,0,6,28,39,20,6,1,0.07629807183897917,0.0528060437866173,0.1255010792476102,0.0280604378661732,0.0692260252852297,0.028522972556275,0.2792498980839788,0.2443710597418192,0.1802872709262011,0.2725341426403642,0.2102272727272727,0.7999999999999999,0,4.960486261247656,7.358312351172206
2022-06-06,352,gloom,58478,4548,0,2,14,35,35,13,1,0.07777283764834639,0.0491828553808202,0.0538852913968547,0.0765494912118408,0.0538082022818378,0.0140302189330866,0.3880778588807786,0.2073568673983981,0.2237494366831906,0.1572780531771068,0.0921052631578947,0.72,1,4.292198201313069,6.317981230435788
2022-06-07,353,flood,58991,4440,0,3,20,40,28,8,1,0.07526571849943212,0.0460992907801418,0.0538852913968547,0.0765494912118408,0.0538082022818378,0.0634443416589577,0.536322869955157,0.2073568673983981,0.2237494366831906,0.1572780531771068,0.3355075417855687,0.72,1,4.315422493083378,6.856937968148022
2022-06-08,354,trait,61026,4607,0,6,22,35,24,11,2,0.07549241306983909,0.062827628738822,0.072463768115942,0.095282146160962,0.0678384212149244,0.0560437866173296,0.2473444613050076,0.226070226070226,0.2063439065108514,0.2341048151104017,0.2206373292867982,0.72,0,4.767965853478633,7.351731110146646
2022-06-09,355,girth,60020,4665,0,6,23,33,23,12,3,0.07772409196934356,0.0491828553808202,0.1066142460684551,0.0923527597903176,0.0692260252852297,0.028522972556275,0.3880778588807786,0.3679169992019154,0.2881192881192881,0.2725341426403642,0.2102272727272727,0.7999999999999999,0,5.089581485969343,8.084862952515145
2022-06-10,356,piety,55376,4324,0,4,25,41,22,7,1,0.07808436867957237,0.0662195497995683,0.1066142460684551,0.0679925994449583,0.0692260252852297,0.1002929386370644,0.4254581475978207,0.3679169992019154,0.1323926748724107,0.2725341426403642,0.6272902603664416,0.7999999999999999,0,4.9471156489873005,7.436725466730129
2022-06-11,357,goose,51958,4087,0,2,12,28,32,21,5,0.0786596866700027,0.0491828553808202,0.1615787850755473,0.0765494912118408,0.0397779833487511,0.1173296330558125,0.3880778588807786,0.4722848129788193,0.2237494366831906,0.0774193548387096,0.2284599219453617,0.72,1,4.728754193386795,6.763505470590324
2022-06-12,358,float,56684,4323,1,12,30,32,18,6,1,0.07626490720485499,0.0460992907801418,0.0538852913968547,0.0765494912118408,0.0827937095282146,0.0560437866173296,0.536322869955157,0.2073568673983981,0.2237494366831906,0.1792988313856427,0.2206373292867982,0.7999999999999999,0,4.878737711185167,7.883142335564323
2022-06-13,359,donor,53802,4142,0,3,27,38,23,7,1,0.07698598565109104,0.0528060437866173,0.1615787850755473,0.074313906876349,0.0538082022818378,0.0518809744064138,0.2792498980839788,0.4722848129788193,0.3265582655826558,0.1572780531771068,0.1618566618566618,0.72,0,4.699387082597397,7.374903941433079
2022-06-14,360,atone,59968,4762,2,16,34,29,14,4,1,0.0794090181430096,0.0568146777674992,0.0184242984890533,0.0765494912118408,0.0607462226333641,0.1173296330558125,0.1230383973288814,0.0725341426403641,0.2237494366831906,0.2669376693766938,0.2284599219453617,0.7999999999999999,0,5.466575018298832,8.315388398125853
2022-06-15,361,primo,55989,4391,0,3,22,38,25,10,2,0.07842611941631392,0.0662195497995683,0.072463768115942,0.0810206598828245,0.0309898242368177,0.0299876657415972,0.4254581475978207,0.226070226070226,0.2795956371375366,0.2034412955465587,0.0876520955385308,0.7999999999999999,0,4.794692984182955,7.09264788487362
2022-06-16,362,apron,53430,4112,0,7,30,38,19,5,1,0.0769605090772974,0.0568146777674992,0.0178075855689176,0.0923527597903176,0.0538082022818378,0.0408572309589885,0.1230383973288814,0.1144130757800891,0.2881192881192881,0.1572780531771068,0.1795392953929539,0.7999999999999999,0,4.894369090583102,7.498455966797238
2022-06-17,363,blown,54665,4251,0,6,23,35,26,10,1,0.07776456599286563,0.0700740055504162,0.0538852913968547,0.0765494912118408,0.0098674067221708,0.0408572309589885,0.5586969883220652,0.2073568673983981,0.2237494366831906,0.1231953801732435,0.1795392953929539,0.7999999999999999,0,4.478703240266984,6.926521287379204
2022-06-18,364,cacao,47205,4101,0,1,9,27,36,23,4,0.08687639021290118,0.0710761640456367,0.1744526672833795,0.0302189330866481,0.0827937095282146,0.0299876657415972,0.4546351084812623,0.37779632721202,0.1932938856015779,0.1792988313856427,0.0876520955385308,0.6399999999999999,0,4.123267823686841,6.232159818847018
2022-06-19,365,loser,55359,4399,1,10,28,32,19,8,2,0.07946314059141242,0.0444804193647856,0.1615787850755473,0.0410884983040394,0.179386370644465,0.0518809744064138,0.1711658261643429,0.4722848129788193,0.0799699924981245,0.349294506154308,0.1618566618566618,0.7999999999999999,0,5.412370401805583,7.759642733414841
2022-06-20,366,input,50484,3950,0,5,30,38,21,6,1,0.07824261152048173,0.0127197039777983,0.026595744680851,0.0280604378661732,0.0309127351218008,0.0560437866173296,0.0438946528332003,0.1168699186991869,0.1802872709262011,0.1596973317403424,0.2206373292867982,0.7999999999999999,0,4.82693126158082,7.651554975578858
2022-06-21,367,gloat,53342,4194,0,8,21,31,26,12,2,0.0786247234824341,0.0491828553808202,0.0538852913968547,0.0765494912118408,0.0827937095282146,0.0560437866173296,0.3880778588807786,0.2073568673983981,0.2237494366831906,0.1792988313856427,0.2206373292867982,0.7999999999999999,0,5.014579121793351,7.960852217256987
2022-06-22,368,awful,47645,3861,0,5,21,33,27,12,2,0.0810368349249659,0.0568146777674992,0.0125655257477644,0.0137218624730188,0.0309127351218008,0.0366944187480727,0.1230383973288814,0.1568816169393647,0.1596412556053811,0.1596973317403424,0.1412043903886087,0.7999999999999999,0,4.463952643535222,6.875762473216831
2022-06-23,369,brink,53111,4118,0,4,22,41,24,7,1,0.0775357270621905,0.0700740055504162,0.072463768115942,0.0810206598828245,0.0607462226333641,0.0199660807893925,0.5586969883220652,0.226070226070226,0.2795956371375366,0.2669376693766938,0.1720930232558139,0.7999999999999999,0,4.354926132153657,6.410800390954583
2022-06-24,370,smite,50617,3991,0,6,23,35,24,11,2,0.07884702767844795,0.1206444650015417,0.0144927536231884,0.0810206598828245,0.0692260252852297,0.1173296330558125,0.2348087021755439,0.0951417004048583,0.2795956371375366,0.2725341426403642,0.2284599219453617,0.7999999999999999,0,5.116714864109141,7.630490264989475
2022-06-25,371,beady,46089,3670,0,3,19,39,29,10,1,0.07962854477207143,0.0700740055504162,0.1255010792476102,0.095282146160962,0.0363089731729879,0.1002929386370644,0.5586969883220652,0.2443710597418192,0.2063439065108514,0.192009783938035,0.6272902603664416,0.7999999999999999,0,4.282092045549363,6.629867843822521
2022-06-26,372,rusty,50450,3954,0,9,37,34,13,5,1,0.07837462834489593,0.0484119642306506,0.091504779525131,0.0410884983040394,0.0692260252852297,0.1002929386370644,0.151034151034151,0.4727200318598168,0.0799699924981245,0.2725341426403642,0.6272902603664416,0.7999999999999999,0,4.843838961732944,7.303198996613075
2022-06-27,373,retro,47986,3848,0,6,24,35,24,9,1,0.08019005543283457,0.0484119642306506,0.1255010792476102,0.0474868948504471,0.0554270736971939,0.0299876657415972,0.151034151034151,0.2443710597418192,0.1869499241274658,0.1729196729196729,0.0876520955385308,0.72,0,4.936504579514847,7.704740655235626
2022-06-28,374,droll,47312,3844,0,2,16,31,31,17,3,0.08124788637132228,0.0528060437866173,0.072463768115942,0.0765494912118408,0.0594357076780758,0.0366944187480727,0.2792498980839788,0.226070226070226,0.2237494366831906,0.22871551468407,0.1412043903886087,0.72,1,4.613962610383548,6.985237912552528
2022-06-29,375,gawky,45645,3957,0,1,5,22,33,28,10,0.08669076569175156,0.0491828553808202,0.1744526672833795,0.020891150169596,0.0387758248535306,0.1002929386370644,0.3880778588807786,0.37779632721202,0.2608277189605389,0.33421926910299,0.6272902603664416,0.7999999999999999,0,3.9945505084947417,5.39501552468815
2022-06-30,376,hutch,44212,3758,0,1,12,28,28,21,9,0.08499954763412648,0.0376965772432932,0.091504779525131,0.0474868948504471,0.0316836262719704,0.028522972556275,0.2778409090909091,0.4727200318598168,0.1869499241274658,0.2026627218934911,0.2102272727272727,0.72,0,4.403259891845712,6.545395957118492
